	species	species_pct	genus	genus_pct	family	family_pct	order	order_pct	phylum	phylum_pct
T2DCAG00001	NA	NA	Clostridium	84	Clostridiaceae	84	Clostridiales	87	Firmicutes	88
T2DCAG00002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00003	Clostridium clostridioforme	76	Clostridium	88	Clostridiaceae	88	Clostridiales	93	Firmicutes	94
T2DCAG00004	NA	NA	NA	NA	NA	NA	NA	NA	Firmicutes	75
T2DCAG00005	Escherichia coli	86	Escherichia	88	Enterobacteriaceae	100	Enterobacteriales	100	Proteobacteria	100
T2DCAG00006	Lachnospiraceae bacterium	96	Lachnospiraceae	96	NA	NA	NA	NA	NA	NA
T2DCAG00007	Clostridium hathewayi	78	Clostridium	86	Clostridiaceae	86	Clostridiales	89	Firmicutes	90
T2DCAG00008	Klebsiella oxytoca	81	Klebsiella	83	Enterobacteriaceae	84	Enterobacteriales	84	Proteobacteria	84
T2DCAG00009	Clostridium hathewayi	96	Clostridium	98	Clostridiaceae	98	Clostridiales	98	Firmicutes	98
T2DCAG00010	Clostridium symbiosum	99	Clostridium	100	Clostridiaceae	100	Clostridiales	100	Firmicutes	100
T2DCAG00011	Klebsiella pneumoniae	99	Klebsiella	100	Enterobacteriaceae	100	Enterobacteriales	100	Proteobacteria	100
T2DCAG00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00013	NA	NA	NA	NA	NA	NA	Clostridiales	74	Firmicutes	77
T2DCAG00014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00015	NA	NA	NA	NA	NA	NA	Clostridiales	82	Firmicutes	86
T2DCAG00016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00017	Haemophilus parainfluenzae	99	Haemophilus	100	Pasteurellaceae	100	Pasteurellales	100	Proteobacteria	100
T2DCAG00018	Clostridium bolteae	83	Clostridium	90	Clostridiaceae	90	Clostridiales	91	Firmicutes	91
T2DCAG00019	Bacteroides thetaiotaomicron	98	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00020	Bacteroides fragilis	89	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00021	NA	NA	Bacteroides	90	Bacteroidaceae	90	Bacteroidales	90	Bacteroidetes	90
T2DCAG00022	Lactobacillus ruminis	72	Lactobacillus	73	Lactobacillaceae	73	Lactobacillales	74	Firmicutes	83
T2DCAG00023	NA	NA	NA	NA	NA	NA	Bacteroidales	88	Bacteroidetes	88
T2DCAG00024	Bacteroides salyersiae	99	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00025	Lachnospiraceae bacterium	83	Lachnospiraceae	83	NA	NA	Clostridiales	72	Firmicutes	78
T2DCAG00026	Citrobacter freundii	95	Citrobacter	95	Enterobacteriaceae	95	Enterobacteriales	95	Proteobacteria	95
T2DCAG00027	Bacteroides caccae	100	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00028	NA	NA	Clostridium	70	Clostridiaceae	70	Clostridiales	82	Firmicutes	83
T2DCAG00029	NA	NA	NA	NA	Ruminococcaceae	73	Clostridiales	79	Firmicutes	80
T2DCAG00030	Bacteroides cellulosilyticus	82	Bacteroides	95	Bacteroidaceae	95	Bacteroidales	95	Bacteroidetes	95
T2DCAG00031	Streptococcus parasanguinis	97	Streptococcus	100	Streptococcaceae	100	Lactobacillales	100	Firmicutes	100
T2DCAG00032	Erysipelotrichaceae bacterium	100	Erysipelotrichaceae	100	Clostridiaceae	86	Clostridiales	86	Firmicutes	86
T2DCAG00033	Ruminococcus sp._5_1_39BFAA	99	Ruminococcus	100	Ruminococcaceae	100	Clostridiales	100	Firmicutes	100
T2DCAG00034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00035	NA	NA	NA	NA	NA	NA	Clostridiales	77	Firmicutes	78
T2DCAG00036	Enterobacter cloacae	99	Enterobacter	100	Enterobacteriaceae	100	Enterobacteriales	100	Proteobacteria	100
T2DCAG00037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00038	Enterococcus faecalis	84	Enterococcus	85	Enterococcaceae	85	Lactobacillales	86	Firmicutes	93
T2DCAG00039	NA	NA	NA	NA	Ruminococcaceae	75	Clostridiales	79	Firmicutes	79
T2DCAG00040	Coprobacillus sp._D6	99	Coprobacillus	99	Erysipelotrichaceae	99	Erysipelotrichales	99	Firmicutes	99
T2DCAG00041	NA	NA	Bacteroides	71	Bacteroidaceae	71	Bacteroidales	82	Bacteroidetes	82
T2DCAG00042	Bacteroides fluxus	97	Bacteroides	99	Bacteroidaceae	99	Bacteroidales	99	Bacteroidetes	99
T2DCAG00043	Coprobacillus sp._8_2_54BFAA	82	Coprobacillus	100	Erysipelotrichaceae	100	Erysipelotrichales	100	Firmicutes	100
T2DCAG00044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00045	Parabacteroides merdae	100	Parabacteroides	100	Porphyromonadaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00047	Bacteroides cellulosilyticus	100	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00048	Bacteroides faecis	100	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00049	Odoribacter laneus	95	Odoribacter	95	Porphyromonadaceae	95	Bacteroidales	96	Bacteroidetes	96
T2DCAG00050	Bacteroides vulgatus	97	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00052	Bacteroides fragilis	100	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00053	NA	NA	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00054	NA	NA	NA	NA	NA	NA	Bacteroidales	73	Bacteroidetes	73
T2DCAG00055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00056	NA	NA	Bacteroides	87	Bacteroidaceae	87	Bacteroidales	88	Bacteroidetes	88
T2DCAG00057	NA	NA	NA	NA	NA	NA	Bacteroidales	73	Bacteroidetes	73
T2DCAG00058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00060	Bacteroides uniformis	100	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00061	NA	NA	NA	NA	NA	NA	Bacteroidales	74	Bacteroidetes	76
T2DCAG00062	NA	NA	Weissella	70	Leuconostocaceae	70	Lactobacillales	73	Firmicutes	77
T2DCAG00063	Subdoligranulum sp._4_3_54A2FAA	96	Subdoligranulum	96	Ruminococcaceae	96	Clostridiales	97	Firmicutes	97
T2DCAG00064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00065	NA	NA	Bacteroides	82	Bacteroidaceae	82	Bacteroidales	83	Bacteroidetes	84
T2DCAG00066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00067	Lachnospiraceae bacterium	70	Lachnospiraceae	70	NA	NA	Clostridiales	85	Firmicutes	86
T2DCAG00068	Bacteroides coprophilus	100	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00070	NA	NA	Clostridium	73	Clostridiaceae	73	Clostridiales	85	Firmicutes	85
T2DCAG00071	NA	NA	NA	NA	NA	NA	Clostridiales	74	Firmicutes	75
T2DCAG00072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00073	NA	NA	NA	NA	NA	NA	Clostridiales	78	Firmicutes	80
T2DCAG00074	Fusobacterium sp._12_1B	91	Fusobacterium	93	Fusobacteriaceae	93	Fusobacteriales	93	Fusobacteria	93
T2DCAG00075	NA	NA	Prevotella	72	Prevotellaceae	72	Bacteroidales	75	Bacteroidetes	75
T2DCAG00076	Lactococcus lactis	93	Lactococcus	94	Streptococcaceae	95	Lactobacillales	96	Firmicutes	96
T2DCAG00077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00078	NA	NA	NA	NA	NA	NA	Clostridiales	71	Firmicutes	73
T2DCAG00079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00080	Brachyspira aalborgii	84	Brachyspira	90	Brachyspiraceae	90	Spirochaetales	90	Spirochaetes	90
T2DCAG00081	NA	NA	Ruminococcus	75	Ruminococcaceae	76	Clostridiales	86	Firmicutes	87
T2DCAG00082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00083	Alistipes indistinctus	100	Alistipes	100	Rikenellaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00084	NA	NA	Parabacteroides	74	Porphyromonadaceae	77	Bacteroidales	91	Bacteroidetes	91
T2DCAG00085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00088	NA	NA	NA	NA	Desulfovibrionaceae	71	Desulfovibrionales	71	Proteobacteria	80
T2DCAG00089	Bacteroides eggerthii	100	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00090	Akkermansia muciniphila	78	Akkermansia	78	Verrucomicrobiaceae	78	Verrucomicrobiales	78	Verrucomicrobia	78
T2DCAG00091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00092	NA	NA	NA	NA	NA	NA	NA	NA	Firmicutes	70
T2DCAG00093	Ruminococcus sp._SR1/5	78	Ruminococcus	86	Ruminococcaceae	86	Clostridiales	91	Firmicutes	91
T2DCAG00094	Veillonella parvula	97	Veillonella	99	Veillonellaceae	99	Selenomonadales	99	Firmicutes	100
T2DCAG00095	Bacteroides coprocola	100	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00096	Marvinbryantia formatexigens	74	Marvinbryantia	74	Lachnospiraceae	78	Clostridiales	85	Firmicutes	86
T2DCAG00097	Lachnospiraceae bacterium	100	Lachnospiraceae	100	Clostridiaceae	99	Clostridiales	100	Firmicutes	100
T2DCAG00098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00099	Tannerella sp._6_1_58FAA_CT1	99	Tannerella	99	Porphyromonadaceae	99	Bacteroidales	100	Bacteroidetes	100
T2DCAG00100	NA	NA	NA	NA	NA	NA	Clostridiales	75	Firmicutes	77
T2DCAG00101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00102	Alistipes sp._HGB5	76	Alistipes	87	Rikenellaceae	87	Bacteroidales	90	Bacteroidetes	90
T2DCAG00103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00104	Streptococcus salivarius	98	Streptococcus	100	Streptococcaceae	100	Lactobacillales	100	Firmicutes	100
T2DCAG00105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00107	NA	NA	Clostridium	76	Clostridiaceae	77	Clostridiales	79	Firmicutes	81
T2DCAG00108	NA	NA	NA	NA	NA	NA	Bacteroidales	76	Bacteroidetes	77
T2DCAG00109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00112	NA	NA	Clostridium	78	Clostridiaceae	78	Clostridiales	79	Firmicutes	82
T2DCAG00113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00116	Eubacterium eligens	93	Eubacterium	94	Eubacteriaceae	94	Clostridiales	96	Firmicutes	96
T2DCAG00117	NA	NA	Bacteroides	96	Bacteroidaceae	96	Bacteroidales	97	Bacteroidetes	97
T2DCAG00118	NA	NA	NA	NA	NA	NA	Clostridiales	71	Firmicutes	72
T2DCAG00119	Lachnospiraceae bacterium	99	Lachnospiraceae	99	Ruminococcaceae	85	Clostridiales	85	Firmicutes	85
T2DCAG00120	Bacteroides nordii	99	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00121	NA	NA	Clostridium	80	Clostridiaceae	80	Clostridiales	89	Firmicutes	90
T2DCAG00122	NA	NA	NA	NA	NA	NA	Bacteroidales	75	Bacteroidetes	75
T2DCAG00123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00126	Anaerostipes sp._3_2_56FAA	100	Anaerostipes	100	Lachnospiraceae	100	Clostridiales	100	Firmicutes	100
T2DCAG00127	Lachnospiraceae bacterium	71	Lachnospiraceae	71	NA	NA	Clostridiales	89	Firmicutes	91
T2DCAG00128	Bacteroides salanitronis	81	Bacteroides	92	Bacteroidaceae	92	Bacteroidales	94	Bacteroidetes	94
T2DCAG00129	NA	NA	Prevotella	75	Prevotellaceae	75	Bacteroidales	79	Bacteroidetes	79
T2DCAG00130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00131	NA	NA	Ruminococcus	75	Ruminococcaceae	76	Clostridiales	91	Firmicutes	92
T2DCAG00132	NA	NA	Bacteroides	73	Bacteroidaceae	73	Bacteroidales	77	Bacteroidetes	77
T2DCAG00133	Bilophila wadsworthia	100	Bilophila	100	Desulfovibrionaceae	100	Desulfovibrionales	100	Proteobacteria	100
T2DCAG00134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00135	NA	NA	Roseburia	76	Lachnospiraceae	80	Clostridiales	86	Firmicutes	86
T2DCAG00136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00137	Ruminococcus obeum	82	Ruminococcus	89	Ruminococcaceae	89	Clostridiales	93	Firmicutes	93
T2DCAG00138	Eubacterium hallii	100	Eubacterium	100	Eubacteriaceae	100	Clostridiales	100	Firmicutes	100
T2DCAG00139	NA	NA	NA	NA	NA	NA	Clostridiales	79	Firmicutes	80
T2DCAG00140	Lachnospiraceae bacterium	100	Lachnospiraceae	100	NA	NA	Clostridiales	99	Firmicutes	99
T2DCAG00141	NA	NA	NA	NA	NA	NA	Clostridiales	71	Firmicutes	72
T2DCAG00142	Ruminococcus obeum	80	Ruminococcus	87	Ruminococcaceae	88	Clostridiales	92	Firmicutes	92
T2DCAG00143	NA	NA	NA	NA	NA	NA	Bacteroidales	71	Bacteroidetes	71
T2DCAG00144	Bacteroides stercoris	99	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00146	NA	NA	NA	NA	NA	NA	Bacteroidales	81	Bacteroidetes	82
T2DCAG00147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00148	NA	NA	Bacteroides	85	Bacteroidaceae	85	Bacteroidales	87	Bacteroidetes	87
T2DCAG00149	Clostridium leptum	100	Clostridium	100	Clostridiaceae	100	Clostridiales	100	Firmicutes	100
T2DCAG00150	NA	NA	NA	NA	NA	NA	Clostridiales	70	Firmicutes	74
T2DCAG00151	NA	NA	Bacteroides	79	Bacteroidaceae	79	Bacteroidales	85	Bacteroidetes	85
T2DCAG00152	Bacteroides coprocola	84	Bacteroides	91	Bacteroidaceae	91	Bacteroidales	91	Bacteroidetes	91
T2DCAG00153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00154	Parabacteroides merdae	80	Parabacteroides	87	Porphyromonadaceae	88	Bacteroidales	97	Bacteroidetes	97
T2DCAG00155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00157	Bacteroides clarus	99	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00158	NA	NA	NA	NA	NA	NA	Clostridiales	76	Firmicutes	78
T2DCAG00159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00160	NA	NA	NA	NA	NA	NA	Clostridiales	77	Firmicutes	78
T2DCAG00161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00162	NA	NA	Bacteroides	78	Bacteroidaceae	78	Bacteroidales	87	Bacteroidetes	87
T2DCAG00163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00164	NA	NA	NA	NA	NA	NA	Clostridiales	76	Firmicutes	77
T2DCAG00165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00169	NA	NA	Prevotella	72	Prevotellaceae	72	Bacteroidales	83	Bacteroidetes	83
T2DCAG00170	Ruminococcus torques	93	Ruminococcus	95	Ruminococcaceae	95	Clostridiales	98	Firmicutes	99
T2DCAG00171	NA	NA	NA	NA	Veillonellaceae	72	Selenomonadales	72	Firmicutes	79
T2DCAG00172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00173	Faecalibacterium prausnitzii	93	Faecalibacterium	93	Ruminococcaceae	94	Clostridiales	95	Firmicutes	95
T2DCAG00174	NA	NA	Bacteroides	92	Bacteroidaceae	92	Bacteroidales	93	Bacteroidetes	93
T2DCAG00175	NA	NA	NA	NA	NA	NA	Clostridiales	86	Firmicutes	87
T2DCAG00176	NA	NA	Prevotella	78	Prevotellaceae	79	Bacteroidales	82	Bacteroidetes	83
T2DCAG00177	NA	NA	NA	NA	NA	NA	Clostridiales	76	Firmicutes	77
T2DCAG00178	NA	NA	Prevotella	70	Prevotellaceae	71	Bacteroidales	74	Bacteroidetes	74
T2DCAG00179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00180	NA	NA	NA	NA	NA	NA	Bacteroidales	70	Bacteroidetes	70
T2DCAG00181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00182	NA	NA	Bacteroides	87	Bacteroidaceae	87	Bacteroidales	89	Bacteroidetes	90
T2DCAG00183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00185	Roseburia intestinalis	100	Roseburia	100	Lachnospiraceae	100	Clostridiales	100	Firmicutes	100
T2DCAG00186	NA	NA	NA	NA	NA	NA	Clostridiales	77	Firmicutes	78
T2DCAG00187	Ruminococcus flavefaciens	74	Ruminococcus	80	Ruminococcaceae	80	Clostridiales	85	Firmicutes	86
T2DCAG00188	Roseburia hominis	99	Roseburia	100	Lachnospiraceae	100	Clostridiales	100	Firmicutes	100
T2DCAG00189	Alistipes finegoldii	99	Alistipes	100	Rikenellaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00190	Faecalibacterium prausnitzii	100	Faecalibacterium	100	Ruminococcaceae	100	Clostridiales	100	Firmicutes	100
T2DCAG00191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00192	Synergistes sp._3_1_syn1	79	Synergistes	79	Synergistaceae	80	Synergistales	80	Synergistetes	80
T2DCAG00193	NA	NA	NA	NA	NA	NA	Clostridiales	82	Firmicutes	84
T2DCAG00194	Faecalibacterium prausnitzii	89	Faecalibacterium	89	Ruminococcaceae	90	Clostridiales	92	Firmicutes	93
T2DCAG00195	NA	NA	NA	NA	NA	NA	Bacteroidales	78	Bacteroidetes	79
T2DCAG00196	NA	NA	NA	NA	NA	NA	Bacteroidales	71	Bacteroidetes	71
T2DCAG00197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00198	Faecalibacterium prausnitzii	100	Faecalibacterium	100	Ruminococcaceae	100	Clostridiales	100	Firmicutes	100
T2DCAG00199	NA	NA	NA	NA	NA	NA	Bacteroidales	72	Bacteroidetes	73
T2DCAG00200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00201	NA	NA	Clostridium	79	Clostridiaceae	79	Clostridiales	80	Firmicutes	83
T2DCAG00202	Odoribacter splanchnicus	99	Odoribacter	99	Porphyromonadaceae	99	Bacteroidales	100	Bacteroidetes	100
T2DCAG00203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00204	NA	NA	Bacteroides	85	Bacteroidaceae	85	Bacteroidales	88	Bacteroidetes	88
T2DCAG00205	NA	NA	NA	NA	NA	NA	Clostridiales	80	Firmicutes	81
T2DCAG00206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00207	[Bacteroides] pectinophilus	98	[Bacteroides]	98	NA	NA	Clostridiales	77	Firmicutes	79
T2DCAG00208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00210	NA	NA	NA	NA	NA	NA	NA	NA	Firmicutes	72
T2DCAG00211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00214	Lachnospiraceae bacterium	99	Ruminococcus	99	Ruminococcaceae	99	Clostridiales	100	Firmicutes	100
T2DCAG00215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00216	Dialister succinatiphilus	99	Dialister	99	Veillonellaceae	100	Selenomonadales	100	Firmicutes	100
T2DCAG00217	NA	NA	NA	NA	NA	NA	Bacteroidales	79	Bacteroidetes	80
T2DCAG00218	Clostridium sp._M62/1	100	Clostridium	100	Clostridiaceae	100	Clostridiales	100	Firmicutes	100
T2DCAG00219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00220	Bifidobacterium pseudocatenulatum	96	Bifidobacterium	99	Bifidobacteriaceae	99	Bifidobacteriales	99	Actinobacteria	99
T2DCAG00221	Bacteroides dorei	99	Bacteroides	100	Bacteroidaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00222	Lactobacillus reuteri	85	Lactobacillus	86	Lactobacillaceae	86	Lactobacillales	86	Firmicutes	88
T2DCAG00223	Bacteroides plebeius	89	Bacteroides	96	Bacteroidaceae	96	Bacteroidales	96	Bacteroidetes	96
T2DCAG00224	Clostridium bartlettii	100	Clostridium	100	Clostridiaceae	100	Clostridiales	100	Firmicutes	100
T2DCAG00225	Prevotella copri	73	Prevotella	85	Prevotellaceae	85	Bacteroidales	87	Bacteroidetes	87
T2DCAG00226	NA	NA	NA	NA	Lachnospiraceae	73	Clostridiales	81	Firmicutes	82
T2DCAG00227	Megasphaera elsdenii	95	Megasphaera	95	Veillonellaceae	97	Selenomonadales	98	Firmicutes	98
T2DCAG00228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00229	NA	NA	NA	NA	NA	NA	Clostridiales	82	Firmicutes	83
T2DCAG00230	NA	NA	NA	NA	NA	NA	Clostridiales	78	Firmicutes	79
T2DCAG00231	NA	NA	Alistipes	80	Rikenellaceae	80	Bacteroidales	87	Bacteroidetes	87
T2DCAG00232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00234	Parabacteroides johnsonii	100	Parabacteroides	100	Porphyromonadaceae	100	Bacteroidales	100	Bacteroidetes	100
T2DCAG00235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00237	Ruminococcus obeum	100	Ruminococcus	100	Ruminococcaceae	100	Clostridiales	100	Firmicutes	100
T2DCAG00238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00240	Acidaminococcus sp._D21	100	Acidaminococcus	100	Acidaminococcaceae	100	Selenomonadales	100	Firmicutes	100
T2DCAG00241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00243	Eubacterium rectale	100	Eubacterium	100	Eubacteriaceae	100	Clostridiales	100	Firmicutes	100
T2DCAG00244	NA	NA	Alistipes	75	Rikenellaceae	75	Bacteroidales	80	Bacteroidetes	80
T2DCAG00245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00247	Sutterella wadsworthensis	99	Sutterella	100	Sutterellaceae	100	Burkholderiales	100	Proteobacteria	100
T2DCAG00248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00249	NA	NA	NA	NA	NA	NA	Clostridiales	80	Firmicutes	81
T2DCAG00250	Ruminococcus sp._5_1_39BFAA	82	Ruminococcus	90	Ruminococcaceae	90	Clostridiales	95	Firmicutes	96
T2DCAG00251	NA	NA	NA	NA	NA	NA	NA	NA	Firmicutes	73
T2DCAG00252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00255	NA	NA	NA	NA	NA	NA	Clostridiales	74	Firmicutes	76
T2DCAG00256	NA	NA	NA	NA	NA	NA	Clostridiales	90	Firmicutes	91
T2DCAG00257	Coprococcus sp._ART55/1	97	Coprococcus	99	Lachnospiraceae	99	Clostridiales	100	Firmicutes	100
T2DCAG00258	Lachnospiraceae bacterium	100	Lachnospiraceae	100	NA	NA	NA	NA	NA	NA
T2DCAG00259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00260	Subdoligranulum variabile	74	Subdoligranulum	75	Ruminococcaceae	87	Clostridiales	91	Firmicutes	91
T2DCAG00261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00262	NA	NA	Clostridium	76	Clostridiaceae	76	Clostridiales	90	Firmicutes	91
T2DCAG00263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00264	Megamonas funiformis	99	Megamonas	100	Veillonellaceae	100	Selenomonadales	100	Firmicutes	100
T2DCAG00265	NA	NA	NA	NA	NA	NA	Clostridiales	78	Firmicutes	79
T2DCAG00266	Clostridium nexile	100	Clostridium	100	Clostridiaceae	100	Clostridiales	100	Firmicutes	100
T2DCAG00267	NA	NA	NA	NA	NA	NA	Clostridiales	76	Firmicutes	76
T2DCAG00268	Fusobacterium mortiferum	99	Fusobacterium	100	Fusobacteriaceae	100	Fusobacteriales	100	Fusobacteria	100
T2DCAG00269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T2DCAG00270	NA	NA	Bacteroides	94	Bacteroidaceae	94	Bacteroidales	96	Bacteroidetes	96
