	L-1	L-2	L-3	M-1	M-10	M-11	M-12	M-13	M-14	M-15	M-16	M-17	M-18	M-19	M-2	M-20	M-21	M-22	M-23	M-24	M-25	M-26	M-27	M-28	M-29	M-3	M-30	M-31	M-32	M-33	M-34	M-4	M-5	M-6	M-7	M-8	M-9
R1413V5	-0.0449646975587961	0.114843704623034	-0.0790027140051465	0.00864784051875856	0.00064835584243138	-0.0168016112925392	-0.0562552173681357	-0.0465182147463134	0.0881381371928418	-0.0484150408146589	-0.0750224064144701	-0.093262053482935	0.0305792045166464	-0.00316122551349683	0.0280513743435221	-0.0477891826062769	-0.0170957865424844	-0.0513814685746892	-0.0227103739923937	0.00243166100721035	-0.0595264960183908	-0.0217694063636829	0.0168022083535084	-0.0126593369456358	-0.0518338614295382	-0.00528094156950613	-0.0499080147339373	0.00996156502688628	0.012117759269332	0.0748628328072923	-0.0560991330928536	0.0475975531096791	-0.0669276932359348	0.0263934037009411	0.0510486884017224	-0.0723172130368365	0.120241469587228
R1418V5	-0.0112572667958639	0.0422539895213003	0.0267706849744869	-0.0156134190759707	-0.12512412293183	0.0183884976590127	-0.0144361128164885	-0.0498109465088732	0.492542143514701	0.00645844933250522	-0.0780764050446017	-0.13318264714877	0.053126371879454	-0.110119690094791	0.0674338843793371	0.0178538344219312	-0.0690066376145862	0.0603599319622102	-0.0645816389474918	-0.0189031946289566	-0.0268578132520901	0.0594915060160624	-0.0381904331150351	0.00371555011547575	-0.116300620545753	-0.0177633157522358	-0.0485549495667515	-0.0129139256231898	0.0507976148781665	0.0779366812460839	0.107853025035167	0.034766200308986	-0.118278658709501	-0.0326848216037481	-0.00679215388178992	-0.076678633716141	0.115403830020843
R1411V5	0.0712236998019218	-0.0501682133789236	-0.106993471811242	-0.0331207309951988	-0.0617732778145949	0.0853289522079511	0.00642913104312919	0.591973497983679	0.00272789893561762	-0.0971017339691394	0.241102252375769	-0.0881773315199334	-0.0570949051392511	-0.00805435632015845	0.00575774077166109	-0.083967040593795	0.261999031789034	0.0108994941445532	0.472118377269727	0.0347230020128127	-0.0507195886603216	0.00437892841910517	-0.0721677410776488	-0.0896461434371529	-0.0672170281446111	0.0645721297848017	0.432437063776165	0.111585087090796	0.0738035666543217	-0.0974027466426215	-0.0293441101648017	0.0223178159304932	0.0698094805190766	0.0494929121032085	-0.00851299449425865	-0.019527687554012	0.126117894924876
R1423V5	-0.0756454195151362	0.01673283349289	0.123212759400101	0.00942149190021927	-0.0132715769643631	-0.0152067401855032	0.0559058738218703	-0.0352307873656278	0.101321235868042	-0.139651800278896	-0.0627481919393624	-0.00123376757763406	-0.0225145920568217	0.0172619196543676	0.109485983407705	-0.00910310887764508	0.00653927397027541	-0.0781622819121564	-0.0461490328541348	-0.0360814875013864	-0.0488448382478919	0.172955270723111	0.0500521693369487	-0.01781907224049	0.0996943849960202	-0.00617844489497975	0.0254515567025091	-0.0496154724822042	-0.0415312786754488	-0.0012305008534591	0.164430130259694	-0.0357746471612686	-0.0543776070762549	-0.0638686718358571	0.0491222005607339	0.0537707156014268	0.130975775655254
R1402V5	-0.00251493113747032	-0.0271066134350578	0.051272263823471	0.0145080728077527	-0.0104427750236175	-0.0943692095463374	0.0565437456681248	0.196265450008759	0.00105872744215603	-0.124696240705316	-0.029638711926904	-0.0939828059944814	0.000974396828222842	-0.0872022661076799	0.0637700604617959	-0.0708596414917039	0.319744057740831	-0.0447585671752073	0.161190708736698	-0.0277467370842623	-0.0659548967399365	0.0866175572426202	-0.00890321410240531	-0.0717804269016427	-0.0760207514868209	0.0145397815574912	0.127463739823575	0.0836740398246421	-0.0180834333845883	-0.11874283802082	0.115490765754486	0.090134569118102	0.00110410805249056	0.162202634169613	-0.00566409110956558	-0.046561999621107	0.0560709048722681
R1619V5	-0.00182520667293529	0.00743422553962251	-0.0267169001221563	-0.0418129249867252	0.0155197136251138	-0.039664926953286	0.0663111968992683	0.25461033166403	-0.00263980213612824	0.112727552378494	-0.0233850460458298	0.0525143917636614	-0.0868404926991599	0.0375608204844448	0.0955337887086022	-0.063456143968483	0.123498147844852	-0.070411297349436	0.13067425781274	-0.0244609928307274	0.061812847818497	0.119210182380658	-0.0201523697924884	-0.00857586978048631	0.0215158612496078	0.0217517945753125	0.178061273839183	0.0214274331041732	0.0823874709587274	-0.0882044867432127	0.17856033828094	0.0888276208931201	0.128722272869986	0.00435457290107665	0.0593063511230687	0.113521265657542	0.187811616700617
R1602V5	0.132013145325624	-0.0256252451283542	-0.105287278676484	-0.034655077219586	0.0610805515705238	0.0422150746732702	0.0271376927295862	-0.0478136039432441	-0.0146439724437802	-0.0563943303833143	0.0894530561861229	0.0317353329337212	-0.0978653244977269	0.108773647030802	0.0578846771582891	0.116401514666521	-0.0375878372977362	0.0183522696295305	-0.0440560990870025	0.0338800002218598	0.0717197799754236	0.160639562050821	-0.0256342006288119	-0.0955906035704215	-0.0539039873971011	0.0949521859202643	-0.0492349503095428	-0.0651654740470317	-0.0039929398293284	0.0307312072223164	0.262834966471549	-0.0353774342441492	0.0499086369995509	0.0828991692510074	-0.0794615974267073	0.0659792611505433	0.209976887470745
R1624V5	-0.0579673022668611	0.046823513436108	-0.0768310097950944	0.217171363509715	-0.030046357297909	0.0167868820637633	0.10406917341869	0.0297116994783801	-0.0416731517097458	0.000958932669374086	-0.000315788890733073	-0.0487930920914777	0.18865300869124	0.172435104278085	0.0332912073630836	-0.0471759508204108	0.0141192863976789	-0.00189083239457167	0.0598955882006049	0.0769150441662633	0.09152862963597	0.0987981556614508	0.0891764504020497	-0.122546285824748	0.116500221158875	0.161628300899924	0.035662153884167	0.0281213843591602	-0.0361494052672246	0.0217163802111773	-0.0172985718092902	-0.0479564305638441	-0.0293832224142907	0.195131570743432	-0.0661321690762912	0.0998031121396566	0.0403952692398389
R1615V5	-0.0660367880550746	-0.0111280118540767	0.0426031434028469	0.126151745633264	-0.0613811841990647	-0.00602742839870524	0.0551528018645806	-0.0503784694946551	0.0458424911037825	-0.0972858460674943	-0.091215317017939	-0.0890921894439649	0.115006019618271	0.127998485168579	-0.118514877361043	-0.043916559892745	-0.0617279886761513	0.00411997207210829	-0.0415331660478682	-0.0408353844627268	0.704443275048589	-0.0875350437715127	0.0524325542680472	-0.121908088759368	0.205713039375389	-0.023652136340653	-0.0472511169316257	-0.0110571314492123	-0.0432205721426653	0.0975529949415404	-0.0050261385371624	-0.0748722589563338	-0.108398364780794	0.0874833179298143	0.091723906333386	0.156436462643777	0.0665883155244304
R1709V5	0.0260393021277101	-0.0204467548154845	0.051150510672018	0.0631742538766831	-0.136433975120767	-0.120852030862005	-0.0955961218699753	0.0543396572257586	0.0154095133285052	-0.124441731667845	-0.0687465531480355	-0.127089397811368	-0.0400105845208021	-0.0709684580978881	-0.019838981995097	-0.0440464876725775	0.0854757382015808	-0.0269177605896999	0.0326472543549889	-0.130017543010107	0.0341392529567672	0.0213381168433621	-0.0810945722846083	0.0378427581472658	0.0451002262270506	-0.108088804591651	0.00471092081543151	0.0398127599589106	-0.10193238540904	0.246978370430567	0.0850173520185321	-0.165032483943626	-0.103602724010409	-0.0650597136753435	-0.077190497670591	0.0518648696717423	0.0749696365386143
R1716V5	-0.153479910467379	0.00988381979448036	0.18346456123901	0.0396705343843653	-0.109342431709357	-0.0703040068992187	-0.0263393769023388	-0.0386244131577927	0.122444593239055	0.0734975906036224	-0.0802353996227998	-0.0731982410580518	-0.0327442019177195	-0.0695681553947195	0.0624566707312667	-0.0576688970474705	-0.0511986330655419	-0.0429476054309747	-0.0365285672650367	-0.106528976696722	0.0523135823615728	0.128753527778386	-0.0620581240609291	-0.0867477499585242	0.0173051220940044	-0.090965471526422	-0.0520090392978856	-0.00250785484264215	-0.110744706534775	0.14843007473166	0.416129437560995	-0.145895615067806	-0.0489723476071589	0.2065924556897	-0.0206155813100526	0.0645759741293427	0.177885117492078
R1711V5	-0.0934267168978334	0.0419335608137464	0.178793886069666	-0.0415815239315637	-0.0783521013927607	-0.0384475085305051	-0.0389537703548161	0.0431812115551277	0.0930075036999642	0.0434218547471175	-0.0581729356980742	-0.0465368671538258	-0.136165647224929	-0.0716462312315815	0.0829758288390862	-0.0491710949349296	-0.0069875725798343	-0.0540453571489981	0.0408369534459982	-0.0226092041894804	0.0296477644332186	0.233709470917747	-0.125945519691641	-0.0556294022940432	-0.108376207258085	-0.0335053924419844	0.122039772768966	0.0216368130854176	0.00368977899973472	-0.0266466977058065	0.0150773306152115	0.0113573745885786	0.0265471275008332	0.0037416231898779	-0.0731305762764266	-0.0299453268667145	0.22541367652354
R1715V5	0.112960382688869	0.0273889117614569	-0.116176086233643	-0.0343248784506604	-0.0702459892802793	-0.0357959556759828	-0.0107462823042811	0.323730165148573	-0.0997340221134678	-0.142593350117614	0.0343715738357201	-0.000425626053802235	-0.120039692050015	-0.0535865142290521	-0.0809130926919411	-0.075822664327458	0.163268426987321	-0.0214214822926749	0.226333295565212	-0.122015975055141	0.146570131438745	-0.0597239597478047	-0.0532753667250238	-0.053424352746904	0.0469910954143502	-0.0889298689024498	0.201288595762936	0.0822203538924588	-0.0694615770717968	0.131868236242133	0.0629040977373833	-0.061275726713217	0.0692910831453178	0.0580093479189762	-0.0720606692596308	0.0327027689296091	0.0540169436272169
R1803V5	-0.0450023509496493	0.129076236831776	-0.00664330116794556	0.0549815942538258	-0.0673773437037504	-0.0786482336208246	0.0414967170412771	0.109527938447292	-0.102195752378499	-0.0891111710631993	0.0318042547129484	-0.128663109329237	-0.0144950328378968	-0.0595041944316455	-0.109527031630851	0.103399528026605	0.122806182528788	-0.0980343468148393	0.0316274353528068	-0.00835369995567883	-0.0336209599095275	-0.0848490482680083	-0.0693396470087545	-0.109382209038023	-0.0194183886601992	0.0122739168764472	0.0887123503906181	-0.0265093836814313	-0.0344623626307211	0.0607646911107341	-0.0273293913625769	0.0361404302117332	0.0415979677758258	0.368318195371344	-0.0296248639117455	-0.00323179344963289	0.105364599287431
R1809V5	-0.0842109152298161	0.00200914646756315	0.101811071607619	-0.0712651176983302	-0.0873659962475754	-0.0955597248858893	-0.108141006390383	-0.047851185059618	-0.0382823012574983	0.0143748209292072	-0.00374510438779147	-0.0911401486425102	-0.0636593642683627	-0.0562710454149515	0.1684691384787	-0.060684193394285	-0.0420220215316149	-0.102011830135116	-0.0671932143953615	-0.0244937581620195	-0.0538313887566192	0.0738099975973128	-0.0701592068440895	0.313564396723198	-0.108041693574591	-0.0412607607097822	-0.0407970968495303	-0.0682794469586758	-0.054812142807477	-0.137539785308492	0.0127635545756227	0.00361938593759817	-0.0751439804500166	-0.045568286106513	-0.0683665976957014	-0.122650833644282	0.0397798764014149
R1822V5	0.0696996040039108	-0.0158284491689148	-0.113909663544097	-0.0486198450413578	-0.103814168158848	-0.0551852390366497	0.00546028259833936	0.0566883882572355	0.0324084270666916	0.0668919420558573	0.191286559876782	0.0263290750258992	-0.0602133521961503	-0.0413313409903204	-0.124149751975105	0.0045941580097081	0.118558328893158	-0.0277169286610645	0.011369381570312	-0.0401206404906429	-0.0508853599686045	-0.170517763630246	-0.0892332866802004	-0.0340284796893436	0.0136710758172269	-0.0322799989690052	-0.0351200966652972	0.0047463218532041	-0.0996845280108026	0.070279144215704	-0.0985101421666359	-0.0764445664459814	0.0896515125904447	0.0565251108527635	-0.1580848807803	0.000673384802886487	-0.0345688921442836
R1821V5	-0.0278456897695085	-0.0807465604521165	-0.0776159916516735	0.00593750314804558	-0.0464238112344742	0.00100975493392223	-0.063701618701309	-0.0142876013478521	-0.0383565446832915	0.265368138989835	-0.0405769768623141	-0.0599449605192219	-0.0524137315534566	0.0309635185757311	-0.0891270390132519	-0.0676816374894543	0.101207705245338	-0.0849608190461339	-0.0662308415155738	-0.0467774277512709	-0.0574597360373058	-0.154888969197702	-0.01571412130591	0.0107362151008058	0.100136389861037	-0.0353687094993227	-0.0279344890313182	-0.0716200252652232	-0.100788415544171	-0.0750075135532538	-0.147940072541793	-0.039311032398879	-0.11237475607376	-0.0157991084114457	-0.0816389602447058	-0.00468134085010711	-0.0356698201902624
R1813V5	0.000473326402480636	-0.0715640105182751	0.077871403118999	-0.0890975986515496	-0.0818453315538911	-0.069237091827958	-0.110174916371827	-0.00862446428405533	-0.0805532558972703	0.0374330034988598	-0.0698761859627366	0.0829325413600204	-0.0847053168691254	0.0121271647338375	0.281743160337902	-0.0430496273330872	-0.058939422623999	-0.0757463282358559	-0.00664577605702505	-0.0678251341441015	-0.0573739951517314	0.239113923184344	-0.0682184357327912	0.22380386713871	-0.0215408581782517	-0.0853294205263611	-0.0294799828424774	0.00603831294231252	-0.130276964878373	-0.00874513911178689	0.0785960959355685	-0.161911920792911	-0.0409004087528795	-0.115030485616106	-0.113234736623252	-0.0210590302595234	0.0803898656959776
R1901V5	0.0906205137464308	-0.0936546717377269	-0.0969819440691372	-0.0525168699044681	0.021283243958861	-0.0761265590260079	-0.0602374293705705	-0.0311230630296032	0.109156611672376	0.0274342085828007	-0.0380754589860563	0.000311990553920175	-0.114481411206879	-0.0304673946503584	0.166081539436849	0.133185545419294	-0.0144380262341047	-0.075606765794248	-0.0157569331251034	-0.0459065286310388	-0.00311078970171305	0.196958103639688	-0.0520625449698729	0.0401802180323954	-0.097974538456532	0.0104018446859407	0.0325797904251402	0.0169989666590945	-0.0695894998704884	-0.0141809839011944	0.108597185055663	-0.114996535358064	0.00179235683954555	-0.136838677297288	-0.0703737329715222	-0.0598726605645689	0.244091885906743
R2015V5	0.012723689355577	-0.18525512654496	0.066511339830407	-0.0251395147657174	-0.0512825903914774	0.0796934127854686	-0.0807069493878376	-0.047533234827916	0.150093130158792	-0.0159557842426412	-0.101880480968763	0.0304014912725155	-0.077007332749492	-0.0204462678888267	-0.0717166295425008	0.113058112985184	-0.0688252842405093	0.0825839120284489	-0.020862521896013	-0.0571795271454486	0.123128358019384	0.0582880989157428	-0.0442231261730564	-0.099062749206078	0.125356452351338	-0.0623709701130407	-0.0287416873190578	0.00495635254022948	0.0149379679613227	0.0133140283376649	0.110392445267688	-0.0856495579109181	-0.00480163500398162	0.0207015443239611	0.136150242130082	-0.00871160283252321	-0.113154144666607
R2029V5	0.067896893006235	-0.0950030119133756	-0.0790253165199286	0.145740476679147	-0.106091890885884	-0.0188987230298825	0.137215746861883	-0.0781217197731837	-0.106550955071104	0.0645144322130681	-0.0146268041507213	0.175855529549518	0.0643684849374881	-0.0566426491966919	-0.0710371236732384	-0.0523419036872366	-0.0734017622713014	-0.0481055420024498	-0.0555179914500755	0.00429225162529988	-0.0345085102265465	-0.085698332288079	-0.0687364218599189	-0.0521554183358183	0.3253110681637	-0.0498311732608787	-0.094654943262091	-0.0101423034240983	-0.103862397384687	0.00884091728721554	-0.00680878012548169	-0.140873633672316	-0.0347538144460871	0.219090458184382	-0.12040009849718	0.226535291438152	-0.147604067881224
R2026V5	-0.0132864291038139	0.00759339597890505	0.0293598436790579	-0.0285519121028271	-0.0739801963586354	-0.00491084734927911	-0.110730131444101	-0.0648435648696093	0.0426429060140359	-0.0295167473825289	-0.059665306423133	0.018015104874442	-0.0908530940486507	-0.00342832694364813	-0.121056585465924	0.0743782692542976	-0.0618370575496645	0.0346894340844982	-0.0427773505588463	0.0241917504726121	0.0731467133302033	-0.0741168971151394	-0.109170109455589	-0.12755993079974	0.0295015434915205	-0.0613885025675079	-0.0457618038970295	-0.00977059057705556	-0.0171537585537526	0.0845432577839778	0.00143010052201121	-0.0934348472543607	0.00852150600473499	-0.0310690272125773	-0.114315525196429	0.0354768891037746	0.0223981517471991
R2028V5	-0.0785818903938875	0.0554692283239383	0.0796596777229392	-0.0972906642346832	-0.139744894197982	-0.10899233394429	-0.132148066610417	-0.0314342041458103	0.0765607979977647	0.0979512655468008	-0.0837054836652888	-0.0747917286179414	-0.042381887558447	-0.123027414481039	0.0109902777908042	-0.060678742501238	-0.0712469255295918	0.00556217006895058	-0.0373581758085085	-0.125750448213779	0.16746203953029	-0.0711267936043634	-0.122919858434909	-0.00526360664499614	-0.0546287895680123	-0.157309677800694	-0.0323423305227719	-0.00508566896324958	-0.0426888845828636	0.0795421136750067	-0.087872438156163	-0.0640322570998445	-0.0683757172681032	0.0143162227644263	0.0154623645992151	-0.0758833732750336	-0.138482168609327
R2019V5	-0.0965330962122519	0.165205774650259	-0.0514939737792118	0.00283558941272315	-0.0340433385023762	0.0475836397053351	0.0373430995119526	-0.0419562022405068	0.0855566889071388	-0.0269577490648949	-0.0401712908334692	0.0570853078452427	0.0234955064309573	-0.0647805013535976	-0.14235239083922	-0.0374754678461744	-0.059228848233747	0.0355738357545175	-0.0147163247905855	-0.021706462183246	0.104653322978511	-0.12089959660353	-0.0129501896981052	-0.156930774470725	0.0119439875387257	-0.00926793319970829	-0.0176929914752906	0.00211273119543558	0.158909206863327	-0.0164633917528934	0.0674696173999764	0.125400765959029	-0.0796824211567037	-0.0275060941188296	0.154343528950654	0.0490881003241371	-0.106177252368267
R2023V5	0.202008199193785	-0.0433948481545634	-0.0335202138593977	-0.131114131379368	-0.0831116519957982	-0.101851880621619	-0.0868686589843445	-0.0199543083468507	0.0270740666352071	-0.0518204834895273	-0.017699986099578	-0.0527268559214417	-0.0799959989537992	-0.164855403691513	-0.217091234104401	-0.0768514343578418	-0.00497167596254057	-0.0175460725819014	-0.0118619396701983	-0.104627517708342	0.101109306094345	-0.164569352422871	-0.100570486900556	-0.111947600735721	-0.132602952952785	-0.0845686067402203	0.00586115490058843	0.0185246902502325	0.075320360251681	0.0521699326262679	-0.149156477935227	-0.000194115594336752	-0.0301213940022781	-0.0915256345343418	0.0509905447322654	-0.146280376579987	-0.170082538757185
R2007V5	-0.0995813548685285	0.128217028577724	-0.0353661917291535	0.100892282143802	-0.0851089572029486	-0.13825982128849	0.115287480272516	-0.0569576753487866	0.0557840624775225	-0.0554223028589644	-0.0799005573768383	-0.149591378557392	0.142840283235389	-0.152957567679319	-0.0772446423723645	-0.00917302957988327	-0.0835767806385627	0.0918402292434426	-0.0141703638703835	-0.106737720108482	0.0160249027486926	0.0236107401218529	0.0358034371426617	-0.137752357814452	0.186726365520182	-0.030121112538106	-0.0701206387079539	0.000897262192663176	-0.0108701240200803	-0.0699513070927417	0.0247012832130519	-0.0829507903032103	-0.137978468997251	0.412421224842882	0.0619443346763466	0.0722653582637544	-0.148037620598527
